Category,name,mrp,discountPercent,availableQuantity,discounted_mrp,weightInGms,outOfStock,quantity
Munchies,Oleev Active Oil (Pouch),265,9,6,239,1000,FALSE,1
Munchies,"Oleev Smart Oil Fortified with VIT A, D, E & K (Pouch)",215,9,4,194,1000,FALSE,1
Munchies,On1y Black Salt Grinder,99,0,6,99,100,FALSE,100
Munchies,On1y Mixed Herbs,99,0,6,99,14,FALSE,14
Munchies,On1y Pasta Seasoning,99,0,6,99,30,FALSE,30
Munchies,On1y Pepper Grinder,159,9,1,144,50,FALSE,50
Munchies,On1y Pizza Seasoning,99,0,6,99,28,FALSE,28
Munchies,On1y Salad Seasoning Grinder,139,0,6,139,45,FALSE,45
Munchies,On1y Sea Salt Grinder,89,0,6,89,100,FALSE,100
Munchies,Pantai Coconut Cream,150,4,4,143,400,FALSE,400
Munchies,Pantai Coconut Milk,150,0,4,150,400,FALSE,400
Munchies,Parachute Oil ,40,7,3,37,100,FALSE,100
Munchies,Patanjali Cow's Ghee,565,0,0,565,1000,TRUE,1
Munchies,Patanjali Pure Honey,95,0,0,95,250,TRUE,250
Munchies,Pillsbury Atta With Multigrains Wheat Grains,295,16,6,245,5000,FALSE,5
Munchies,Pillsbury Atta/Godihittu - Chakki Fresh,102,7,4,94,2000,FALSE,2
Munchies,Pillsbury Atta/Godihittu - Chakki Fresh,275,0,6,275,5000,FALSE,5
Munchies,Pillsbury Chakki Fresh Atta,450,16,6,375,10000,FALSE,10
Munchies,Pillsbury Chakki Fresh Atta,52,0,4,52,1000,FALSE,1
Munchies,Pillsbury Choco Chip Pancake Mix,99,5,6,94,165,FALSE,165
Munchies,Pillsbury Cooker Cake Mix - Choco,100,11,6,89,159,FALSE,159
Munchies,Pillsbury Multi Grain Atta,60,6,3,56,1000,FALSE,1
Munchies,Pillsbury Oven Cake Mix - Rich Chocolate,165,10,5,147,285,FALSE,285
Munchies,Pillsbury Oven Cake Mix - Vanilla,175,10,6,156,225,FALSE,225
Munchies,Pillsbury Rich Choco Oven Cake Mix - Egg Free,170,6,6,159,270,FALSE,270
Munchies,Pillsbury Vanilla Custard Powder,37,2,6,36,100,FALSE,100
Munchies,Popular Essentials Ajwain Whole,25,0,4,25,50,FALSE,50
Munchies,Popular Essentials Ajwain Whole,50,12,2,44,100,FALSE,100
Munchies,Popular Essentials Anjeer,190,11,4,169,100,FALSE,100
Munchies,Popular Essentials Bajra Whole,65,13,6,56,1000,FALSE,1
Munchies,Popular Essentials Bansi Sooji,35,2,3,34,500,FALSE,500
Munchies,Popular Essentials Black Brown Chana (Un-Polished),55,9,0,50,500,TRUE,500
Munchies,Popular Essentials Black Cardamom/Elaichi ,100,10,6,90,50,FALSE,50
Munchies,Popular Essentials Black Masoor Whole (Un-Polished),65,10,3,58,500,FALSE,500
Munchies,Popular Essentials Black Pepper,100,10,5,90,100,FALSE,100
Munchies,Popular Essentials Black Raisins Seedless,60,10,0,54,100,TRUE,100
Munchies,Popular Essentials Black Til,50,6,4,47,100,FALSE,100
Munchies,Popular Essentials Black Urad Split,80,10,4,72,500,FALSE,500
Munchies,Popular Essentials Broken Wheat/Daliya,35,2,6,34,500,FALSE,500
Munchies,Popular Essentials Brown Sugar,40,0,0,40,500,TRUE,500
Munchies,Popular Essentials Buckwheat Flour (Kuttu Atta),125,9,0,113,500,TRUE,500
Munchies,Popular Essentials Byadagi Chilli Stemless,80,0,6,80,100,FALSE,100
Munchies,Popular Essentials Californian Almond,350,28,6,251,250,FALSE,250
Munchies,Popular Essentials Californian Almond,695,32,6,470,500,FALSE,500
Munchies,Popular Essentials Cashew Split,325,12,6,283,250,FALSE,250
Munchies,Popular Essentials Chana Dal (Un-Polished),60,10,6,54,500,FALSE,500
Munchies,Popular Essentials Chia Seeds,50,2,0,49,100,TRUE,100
Munchies,Popular Essentials Chiroti Sooji,35,2,6,34,500,FALSE,500
Munchies,Popular Essentials Cinnamon Whole (Dalchini),35,5,6,33,25,FALSE,25
Munchies,Popular Essentials Classic Sona Masuri Rice,430,10,6,387,5000,FALSE,5
Munchies,Popular Essentials Cloves (Lavang),75,17,6,62,50,FALSE,50
Munchies,Popular Essentials Cooking Soda,30,10,6,27,200,FALSE,200
Munchies,Popular Essentials Coriander Seeds,15,0,5,15,50,FALSE,50
Munchies,Popular Essentials Dessicated Coconut,95,9,6,86,200,FALSE,200
Munchies,Popular Essentials Dhania (Coriander Seeds),55,16,4,46,200,FALSE,200
Munchies,Popular Essentials Double Beans White,60,10,6,54,250,FALSE,250
Munchies,Popular Essentials Dry Dates (Kharak),140,15,6,118,250,FALSE,250
Munchies,Popular Essentials Fried Gram (Bengal Gram),70,10,6,63,500,FALSE,500
Munchies,Popular Essentials Green Cardamom (Elaichi),200,1,6,198,50,FALSE,50
Munchies,Popular Essentials Green Moong Chilka/Chilka (Un-Polished),85,7,5,79,500,FALSE,500
Munchies,Popular Essentials Green Moong Whole,90,16,3,75,500,FALSE,500
Munchies,Popular Essentials Green Peas (Un-Polished),120,10,5,108,500,FALSE,500
Munchies,Popular Essentials Guntur Chilli Stemless,40,2,2,39,100,FALSE,100
Munchies,Popular Essentials HMT Kolam Steam,75,0,3,75,1000,FALSE,1
Munchies,Popular Essentials HMT Kolam Steam,370,10,6,333,5000,FALSE,5
Munchies,Popular Essentials Horse Gram,40,10,4,36,500,FALSE,500
Munchies,Popular Essentials Idli Rice,60,10,4,54,1000,FALSE,1
Munchies,Popular Essentials Idli Sooji ,30,6,6,28,500,FALSE,500
Munchies,Popular Essentials Jeera/Cumin Seeds,40,5,3,38,100,FALSE,100
Munchies,Popular Essentials Jowa Flour,50,2,5,49,500,FALSE,500
Munchies,Popular Essentials Kabuli Chana Regular,85,9,6,77,500,FALSE,500
Munchies,Popular Essentials Kashmiri Red Rajma,95,6,4,89,500,FALSE,500
Munchies,Popular Essentials Mace/Javitri,90,10,3,81,20,FALSE,20
Munchies,Popular Essentials Masoor Dal Split (Un-Polished),70,10,4,63,500,FALSE,500
Munchies,Popular Essentials Methi Seeds,25,0,5,25,100,FALSE,100
Munchies,Popular Essentials Misri Dana (Diamond Sugar) ,15,0,4,15,100,FALSE,100
Munchies,Popular Essentials Moth Whole,90,10,6,81,500,FALSE,500
Munchies,Popular Essentials Mustard Seeds Rai Big,20,0,0,20,100,TRUE,100
Munchies,Popular Essentials Mustard Seeds Rai Small,20,0,2,20,100,FALSE,100
Munchies,Popular Essentials Mustard Seeds Rai Yellow,25,0,5,25,100,FALSE,100
Munchies,Popular Essentials Nylon Til,40,2,6,39,100,FALSE,100
Munchies,Popular Essentials Pancharatna Dal,80,10,6,72,500,FALSE,500
Munchies,Popular Essentials Pe Shah Jeera ,60,15,6,51,50,FALSE,50
Munchies,Popular Essentials Phool Makhana (Jumbo Size),150,14,0,128,100,TRUE,100
Munchies,Popular Essentials Pink Rajma,100,10,6,90,500,FALSE,500
Munchies,Popular Essentials Pista Salted (With Shell),470,21,5,371,250,FALSE,250
Munchies,Popular Essentials Plain Puffed Rice (Murmura/Muri),18,0,6,18,100,FALSE,100
Munchies,Popular Essentials Poppy Seeds (Gasagase),280,7,6,260,100,FALSE,100
Munchies,Popular Essentials Popular Essential Pista Salted (With Shell),190,10,6,171,100,FALSE,100
Munchies,Popular Essentials Premium Jeera Rice,140,0,5,140,1000,FALSE,1
Munchies,Popular Essentials Pumpkin Seeds,90,16,6,75,100,FALSE,100
Munchies,Popular Essentials Pure Jaggery,50,2,6,49,450,FALSE,450
Munchies,Popular Essentials Red Cherry/Gundu Chilli,95,0,6,95,100,FALSE,100
Munchies,Popular Essentials Red Poha,45,4,6,43,500,FALSE,500
Munchies,Popular Essentials Red Rajma,90,10,6,81,500,FALSE,500
Munchies,Popular Essentials Refined Sugar,60,0,6,60,1000,FALSE,1
Munchies,Popular Essentials Refined Sugar,295,10,6,265,5000,FALSE,5
Munchies,Popular Essentials Regular White Lobia,70,10,6,63,500,FALSE,500
Munchies,Popular Essentials Rice Flour,60,0,3,60,1000,FALSE,1
Munchies,Popular Essentials Rozana Sona Masuri Raw Rice,350,10,5,312,5000,FALSE,5
Munchies,Popular Essentials Sabja/Basil Seeds,60,15,0,51,100,TRUE,100
Munchies,Popular Essentials Sabudana,60,10,0,54,500,TRUE,500
Munchies,Popular Essentials Salted Murmure ,70,18,6,57,400,FALSE,400
Munchies,Popular Essentials Samba Broken Wheat,100,11,6,89,500,FALSE,500
Munchies,Popular Essentials Sattu Atta,90,12,3,79,500,FALSE,500
Munchies,Popular Essentials Saunf/Fennel Seeds,45,2,6,44,100,FALSE,100
Munchies,Popular Essentials Sona Masouri Raw Rice,75,0,0,75,1000,TRUE,1
Munchies,Popular Essentials Sona Masouri Steam Rice,65,9,6,59,1000,FALSE,1
Munchies,Popular Essentials Soya Beans ,80,6,6,75,500,FALSE,500
Munchies,Popular Essentials Star Anise,70,10,5,63,25,FALSE,25
Munchies,Popular Essentials Sunflower Seeds,25,0,6,25,50,FALSE,50
Munchies,Popular Essentials Tamarind,150,14,6,128,500,FALSE,500
Munchies,Popular Essentials Toor Dal (Un-Polished),160,6,4,149,1000,FALSE,1
Munchies,Popular Essentials Toor Dal (Un-Polished),80,7,0,74,500,TRUE,500
Munchies,Popular Essentials Urad Dal Split (Un-Polished),85,9,5,77,500,FALSE,500
Munchies,Popular Essentials Urad Gola Black (Un-Polished),80,10,6,72,500,FALSE,500
Munchies,Popular Essentials Urad Gola White(Un-Polished),90,10,6,81,500,FALSE,500
Munchies,Popular Essentials White Peas (Un-Polished),80,10,5,72,500,FALSE,500
Munchies,Popular Essentials White Til,40,5,1,38,100,FALSE,100
Munchies,Praakritik Natural Desi Gir Cow A2 Ghee,1450,10,6,1305,540,FALSE,540
Munchies,Praakritik Organic Basmati Rice,170,0,5,170,500,FALSE,500
Munchies,Praakritik Organic Besan,170,6,6,159,500,FALSE,500
Munchies,Praakritik Organic Chilka Moong Dal,120,10,6,108,500,FALSE,500
Munchies,Praakritik Organic Extra Virgin Coconut Oil,150,10,5,134,100,FALSE,100
Munchies,Praakritik Organic Garlic Powder,110,1,5,108,100,FALSE,100
Munchies,Praakritik Organic Ginger Powder,139,10,6,125,100,FALSE,100
Munchies,Praakritik Organic Indrayani Rice,70,0,6,70,500,FALSE,500
Munchies,Praakritik Organic Jaggery,160,6,6,150,900,FALSE,900
Munchies,Praakritik Organic Jowar Atta,110,6,6,103,500,FALSE,500
Munchies,Praakritik Organic Jumbo Rolled Oats,190,11,6,169,500,FALSE,500
Munchies,Praakritik Organic Kapli Wheat Atta,165,10,6,147,1000,FALSE,1
Munchies,Praakritik Organic Masoor Dal,130,10,6,116,500,FALSE,500
Munchies,Praakritik Organic Natural Rock Salt,60,6,3,56,500,FALSE,500
Munchies,Praakritik Organic Natural Wild Forest Honey,160,6,4,150,200,FALSE,200
Munchies,Praakritik Organic Poha,120,6,5,112,500,FALSE,500
Munchies,Praakritik Organic Raw Sugar,90,6,6,84,500,FALSE,500
Munchies,Praakritik Organic Singhara Atta,240,6,4,225,500,FALSE,500
Munchies,Praakritik Organic Tuvar Dal,140,0,6,140,500,FALSE,500
Munchies,Praakritik Organic Yellow Moon Dal,135,0,6,135,500,FALSE,500
Munchies,Praakritik Orrganic Cold Pressed Sesame Oil,130,10,5,117,100,FALSE,100
Munchies,Pro Nature Organic Sonamasoori Brown Rice,102,7,0,94,1000,TRUE,1
Munchies,Puro Healthy Salt Crystal,135,7,6,125,1000,FALSE,1
Munchies,Quaker Oats,79,0,2,79,400,FALSE,400
Munchies,Quaker Oats,199,7,6,184,1000,FALSE,1
Munchies,Quaker Oats Breakfast Cereals - With Flavour Mix Nutritious Rich Source Of Energy,49,8,6,45,200,FALSE,200
Munchies,Quaker Oats Pouch,276,10,6,248,1500,FALSE,1
Munchies,RRO Primio Refined Groundnut (Jar),490,11,6,436,2000,FALSE,2
Munchies,RRO Primio Refined Groundnut Oil Pet Bottle,255,6,2,239,1000,FALSE,1
Munchies,RRO Til Dil Premium Til Oil Bottle,330,10,5,294,1000,FALSE,1
Munchies,RRO Til Dil Premium Til Oil Bottle,173,6,6,162,500,FALSE,500
Munchies,Saffola 100% Pure Honey,475,8,2,437,1000,FALSE,750
Munchies,Saffola Active Oil,210,0,6,210,1000,FALSE,1
Munchies,Saffola Everyday Peppy Tomato Masala Oats,195,12,6,171,500,FALSE,500
Munchies,Saffola Gold (Jar),1240,0,6,1240,5000,FALSE,5
Munchies,Saffola Gold Oil (Pouch),215,0,6,215,1000,FALSE,1
Munchies,Saffola Gold Refined Cooking Oil (Jar),485,7,6,449,2000,FALSE,2
Munchies,Saffola Oats 100 % Natural,15,0,0,15,38,TRUE,38
Munchies,Saffola Soya Chunks Mealmaker,50,0,2,50,200,FALSE,200
Munchies,Saffola Veggie Twist Masala Oats,15,0,6,15,38,FALSE,38
Munchies,Saffola Veggie Twist Masala Oats,195,12,2,171,500,FALSE,500
Munchies,Saffola Yummy Masala Noodles ,20,0,2,20,46,FALSE,46
Munchies,Satyam Chilli  Bedgi,82,10,5,73,100,FALSE,100
Munchies,Satyam Khobra,113,10,5,101,200,FALSE,200
Munchies,Satyam Makhana,208,0,6,208,100,FALSE,100
Munchies,Satyam Nighties Spices  Chilli Bore,89,10,6,80,100,FALSE,100
Munchies,Satyam Nighties Spices  Chilli Kashmiri,102,6,6,95,100,FALSE,100
Munchies,Satyam Nighties Spices  Chilli Pandi,56,7,5,52,100,FALSE,100
Munchies,Satyam Poha Jada,35,8,0,32,500,TRUE,500
Munchies,Satyam Puffed Rice Kurmura (A),43,0,6,43,200,FALSE,200
Munchies,Satyam Puffed Rice Kurmura (R),23,0,6,23,200,FALSE,200
Munchies,Satyam Pulses Masur Dal,87,6,6,81,500,FALSE,500
Munchies,Satyam Singdana ,119,6,0,111,500,TRUE,500
Munchies,Satyam Thin Poha Patla,38,7,0,35,500,TRUE,500
Munchies,Smith & Jones Garlic & Herbs Masala Mix,99,0,6,99,75,FALSE,75
Munchies,Smith & Jones Italian Spices Masala Mix,99,0,6,99,75,FALSE,75
Munchies,Smith & Jones Mutter Paneer Masala,42,0,6,42,60,FALSE,60
Munchies,Smith & Jones Pasta Masala,46,0,6,46,54,FALSE,54
Munchies,Smith & Jones Pasta Masala,60,10,5,54,108,FALSE,108
Munchies,Smith & Jones Peri Peri Masala,99,0,6,99,75,FALSE,75
Munchies,Smith & Jones Shahi Paneer Masala Mix,44,0,6,44,60,FALSE,60
Munchies,Sugarfree Gold Low Calorie Sweetner,65,6,3,61,110,FALSE,100
Munchies,Sugarfree Gold Low Calorie Sweetner,185,5,3,175,300,FALSE,300
Munchies,Sugarfree Gold Low Calorie Sweetner ,125,5,6,118,100,FALSE,100
Munchies,Sugarfree Gold Low Calorie Sweetner ,270,7,6,251,50,FALSE,50
Munchies,Sugarfree Natura Low Calorie Sweetner ,300,10,3,270,42,FALSE,42
Munchies,Sugarfree Natural Green Stevia Leaves Zero Calorie,75,0,2,75,100,FALSE,100
Munchies,Sugarlite 50% Less Calories Sugar Pouch,99,40,0,59,500,TRUE,500
Munchies,Suhana Biryani Masala,66,0,6,66,50,FALSE,50
Munchies,Suhana Mutton Gravy Mix,45,0,4,45,80,FALSE,80
Munchies,Suhana Paneer Tikka Masala Mix,40,5,6,38,50,FALSE,50
Munchies,Suhana Spice Mix - Chicken Biryani,66,0,6,66,50,FALSE,50
Munchies,Sundrop Super Lite Advanced - Sunflower Oil,215,0,4,215,1000,FALSE,1
Munchies,Sunfeast Pasta Treat Pack of Tomato Cheese,28,17,0,23,65,TRUE,65
Munchies,Sunfeast YiPPee! Magic Masala Noodles,70,10,3,63,405,FALSE,405
Munchies,Sunfeast Yippee! Magic Masala Noodles,48,6,0,45,240,TRUE,240
Munchies,Sunfeast Yippee! Mood Masala Noodles,60,28,3,43,260,FALSE,260
Munchies,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,28,10,1,25,65,FALSE,65
Munchies,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,28,17,3,23,65,FALSE,65
Munchies,Sunfeast Yippee! Power Up Atta Noodles,96,15,6,81,280,FALSE,280
Munchies,Super Saver Kolam Rice Sortex Clean ,700,10,3,630,5000,FALSE,5
Munchies,Tata Salt,24,0,6,24,1000,FALSE,1
Munchies,Tata Salt Lite,40,10,6,36,1000,FALSE,1
Munchies,Tata Sampann High Protein Kali Urad,91,14,6,78,500,FALSE,500
Munchies,Tata Sampann High Protien Chana Dal - Split,64,0,0,64,500,TRUE,500
Munchies,Tata Sampann High Protien Kabuli Chana,94,0,1,94,500,FALSE,500
Munchies,Tata Sampann High Protien Toor Dal - Split,91,2,0,89,500,TRUE,500
Munchies,Tata Sampann kabuli chana,185,1,4,183,1000,FALSE,500
Munchies,Tata Sampann Kala Chana,64,0,5,64,500,FALSE,500
Munchies,Tata Sampann Kala Chana,125,0,0,125,1000,TRUE,1
Munchies,Tata Sampann Masoor Dal Stand,150,10,4,134,1000,FALSE,1
Munchies,Tata Sampann Moong Chilka ,88,6,0,82,500,TRUE,500
Munchies,Tata Sampann Moong Dal Split,180,1,5,178,1000,FALSE,200
Munchies,Tata Sampann Poha,44,6,0,41,500,TRUE,500
Munchies,Tata Sampann Unpolished Chana Dal,95,6,2,89,1000,FALSE,500
Munchies,Tata Sampann Unpolished Moong Dal ,92,4,4,88,500,FALSE,500
Munchies,Tata Sampann Unpolished Rajma (Chitra),134,6,6,125,500,FALSE,500
Munchies,Tata Sampann Unpolished Toor Dal/Arhar Dal,179,1,0,177,1000,TRUE,200
Munchies,Tata Sampann Unpolished Urad Whole,101,6,4,94,500,FALSE,500
Munchies,Tata Sampann Urad Dal Split,94,4,6,90,500,FALSE,500
Munchies,Tata Tea Gold,35,0,0,35,100,TRUE,200
Munchies,The Bake Shop Bread Crumbs,50,6,3,47,400,FALSE,400
Munchies,TilSona Til Oil,180,10,2,162,500,FALSE,500
Munchies,Tong Garden Salted Cocktail Nuts,295,9,5,266,160,FALSE,160
Munchies,Tong Garden Wasabi Coated Greenpeas Tin,200,11,6,178,180,FALSE,180
Munchies,Top Ramen  Noodles Curry Veg Pouch,20,0,1,20,70,FALSE,70
Munchies,Top Ramen Chicken Noodles,60,10,1,54,280,FALSE,280
Munchies,Top Ramen Masala,91,9,0,82,560,TRUE,560
Munchies,"Top Ramen Noodles, Atta",80,0,1,80,280,FALSE,280
Munchies,Weikfield Baking Powder,33,3,6,32,100,FALSE,100
Munchies,Weikfield Baking Powder,22,0,6,22,50,FALSE,50
Munchies,Weikfield Baking Soda,30,3,6,29,100,FALSE,100
Munchies,Weikfield Cocoa Powder,70,7,6,65,50,FALSE,50
Munchies,Weikfield Cooker Cake Mix - Chocolate,95,6,6,89,150,FALSE,150
Munchies,Weikfield Cooker Cake Mix - Vanilla,95,0,6,95,150,FALSE,150
Munchies,Weikfield Drinking Chocolate Powder,65,10,6,58,100,FALSE,100
Munchies,Weikfield Falooda Mix - Kesar Pista,49,2,3,48,200,FALSE,200
Munchies,Weikfield Falooda Mix - Mango,49,2,0,48,200,TRUE,200
Munchies,Weikfield Tomato Salsa Instant Pasta,25,0,1,25,77,FALSE,77
Munchies,Weikfield Vanilla Custard Powder,142,9,3,128,500,FALSE,500
Munchies,Weikfield Vanilla Flavoured Custard Powder,37,0,6,37,100,FALSE,100
Munchies,Weikfield Veg Jelly Crystals - Mango,45,2,6,44,90,FALSE,90
Munchies,Weikfield Veg Jelly Crystals - Orange,45,2,6,44,90,FALSE,90
Munchies,Weikfield Veg Jelly Crystals - Raspberry,45,2,6,44,90,FALSE,90
Munchies,Weikfield Veg Jelly Crystals - Strawberry,45,2,6,44,90,FALSE,90
Munchies,Yummiez Chicken Garlic Fingers Pouch,250,0,5,250,400,FALSE,400
Munchies,Zorabian Chicken Kheema Parathas,190,0,0,190,300,TRUE,300
Munchies,Zorabian Chicken Smoked Ham,205,5,1,194,250,FALSE,250
"Dairy, Bread & Batter",Mother Dairy Toned Milk Pouch,25,0,4,25,500,FALSE,500
"Dairy, Bread & Batter",Mother Dairy Classic Curd,30,3,6,29,400,FALSE,400
"Dairy, Bread & Batter",Mother Dairy Ultra Full Cream Milk,31,0,4,31,500,FALSE,500
"Dairy, Bread & Batter",Amul Butter - Pasteurised,50,2,6,49,100,FALSE,100
"Dairy, Bread & Batter",Britannia Sandwich White Bread,33,0,4,33,350,FALSE,350
"Dairy, Bread & Batter",iD Curd Pouch,35,2,6,34,400,FALSE,400
"Dairy, Bread & Batter",iD Idli & Dosa Batter ,80,15,6,68,1000,FALSE,1
"Dairy, Bread & Batter",Britannia 100% Whole Wheat Bread,45,0,4,45,450,FALSE,450
"Dairy, Bread & Batter",Britannia Healthy Slice Sandwich Bread,40,0,4,40,450,FALSE,450
"Dairy, Bread & Batter",Gowardhan Classic Block Fresh Paneer,89,8,6,81,200,FALSE,200
"Dairy, Bread & Batter",Amul Processed Cheese Cubes,106,4,6,101,200,FALSE,200
"Dairy, Bread & Batter",Britannia Pav,22,0,4,22,250,FALSE,250
"Dairy, Bread & Batter",Amul Butter - Pasteurised,245,2,6,240,500,FALSE,500
"Dairy, Bread & Batter",Arden Eggs White,97,0,4,97,696,FALSE,12
"Dairy, Bread & Batter",Arden Eggs White,65,15,4,55,348,FALSE,6
"Dairy, Bread & Batter",Nestle A+ Nourish Dahi,35,2,6,34,200,FALSE,200
"Dairy, Bread & Batter",Britannia Burger Bun with Sesame Seed,15,0,4,15,100,FALSE,100
"Dairy, Bread & Batter",Amul Frozen Malai Paneer,75,2,6,73,200,FALSE,200
"Dairy, Bread & Batter",iD Natural Paneer,105,5,6,99,200,FALSE,200
"Dairy, Bread & Batter",Britannia Fruit Bun,17,0,3,17,100,FALSE,100
"Dairy, Bread & Batter",Amul Cheese - Processed Slices,122,1,6,120,200,FALSE,200
"Dairy, Bread & Batter",iD Curd Cup,60,0,6,60,400,FALSE,400
"Dairy, Bread & Batter",The Bake Shop Premium White Sandwich Bread,30,0,1,30,400,FALSE,400
"Dairy, Bread & Batter",Britannia Multigrain Bread ,55,0,4,55,400,FALSE,400
"Dairy, Bread & Batter",Amul Processed Cheese Block,106,0,6,106,200,FALSE,200
"Dairy, Bread & Batter",Nestle A+ Nourish Dahi,70,2,6,68,400,FALSE,400
"Dairy, Bread & Batter",Arden Eggs Brown,85,7,4,79,348,FALSE,6
"Dairy, Bread & Batter",Epigamia Misti Doi,30,0,6,30,85,FALSE,85
"Dairy, Bread & Batter",Amul Cheese - Block,245,2,6,240,500,FALSE,500
"Dairy, Bread & Batter",Amul Butter - Pasteurised (School Pack),59,3,6,57,100,FALSE,100
"Dairy, Bread & Batter",Britannia Brown Bread ,42,0,4,42,400,FALSE,400
"Dairy, Bread & Batter",Amul Fresh Cream,197,3,3,191,1000,FALSE,1
"Dairy, Bread & Batter",Epigamia Natural Greek Yogurt,45,0,6,45,90,FALSE,90
"Dairy, Bread & Batter",The Bake Shop Pizza Base,30,0,1,30,150,FALSE,150
"Dairy, Bread & Batter",Amul Delicious Fat Spread - Cholesterol Free,18,5,6,17,100,FALSE,100
"Dairy, Bread & Batter",D'lecta Dairy Cream,54,5,6,51,200,FALSE,200
"Dairy, Bread & Batter",Nestle A+ Actiplus Probiotic Dahi Plain Curd,78,3,5,75,400,FALSE,400
"Dairy, Bread & Batter",Bio Nutrients Pure Diet Tofu Gold ,60,5,5,57,200,FALSE,200
"Dairy, Bread & Batter",Amul Delicious Fat Spread - Cholesterol Free,88,2,2,86,500,FALSE,500
"Dairy, Bread & Batter",Amul Mithai Mate Condensed Sweetened Milk,56,3,4,54,200,FALSE,200
"Dairy, Bread & Batter",Arden Desi Eggs,110,13,4,95,348,FALSE,6
"Dairy, Bread & Batter",Amul Cheese - Pepper,85,3,6,82,200,FALSE,200
"Dairy, Bread & Batter",Amul Cheese Spread Creamy,85,5,6,80,180,FALSE,180
"Dairy, Bread & Batter",The Bake Shop Foot Long,40,0,1,40,200,FALSE,200
"Dairy, Bread & Batter",Amul Cheese Slices,360,0,1,359,750,FALSE,750
"Dairy, Bread & Batter",Suguna Sharp Egg ,72,13,3,62,348,FALSE,6
"Dairy, Bread & Batter",Amul Cheese Sauce Mexican Salsa,75,4,1,72,200,FALSE,200
"Dairy, Bread & Batter",Nestle Everyday Dairy Whitener,210,0,4,210,400,FALSE,400
"Dairy, Bread & Batter",Amul Pizza Cheese Processed,109,4,6,104,200,FALSE,200
"Dairy, Bread & Batter",Betty Crocker Complete Pancake Mix Original,110,4,6,105,250,FALSE,500
"Dairy, Bread & Batter",Amul Lite Spread,40,2,5,39,100,FALSE,100
"Dairy, Bread & Batter",Go Cheese Slice - Plain,140,5,6,133,200,FALSE,200
"Dairy, Bread & Batter",Pillsbury Choco Chip Pancake Mix,99,5,6,94,165,FALSE,165
"Dairy, Bread & Batter",RRO Sour Cream,275,50,4,137,200,FALSE,200
"Dairy, Bread & Batter",D'lecta Natural Feta Cheese Block,100,5,4,95,100,FALSE,100
"Dairy, Bread & Batter",Suguna Active - DHA,72,13,4,62,348,FALSE,6
"Dairy, Bread & Batter",Go Cheese Processed Angles Plain,100,5,6,95,160,FALSE,160
"Dairy, Bread & Batter",Epigamia Greek Yogurt - Natural,200,0,1,200,400,FALSE,400
"Dairy, Bread & Batter",Amul Unsalted Cooking Butter,245,2,6,238,500,FALSE,500
"Dairy, Bread & Batter",The Whole Truth Dark Chocolate Peanut Butter - Creamy,235,25,6,174,325,FALSE,325
"Dairy, Bread & Batter",The Laughing Cow Cheese Slices,155,0,2,155,200,FALSE,200
"Dairy, Bread & Batter",Epigamia Almond Milk Unsweetened Dairy Free,300,33,4,199,1000,FALSE,1
"Dairy, Bread & Batter",Go Cheese  Spread Plain,99,5,6,94,200,FALSE,200
"Dairy, Bread & Batter",So Good Almond Milk - Natural Unsweetened,70,0,4,70,200,FALSE,200
"Dairy, Bread & Batter",Amul Cheese Sauce Jalapeno,75,0,5,75,200,FALSE,200
